id;beer_style;bitterness_IBU;diacetyl_concentration;lactic_acid;final_gravity;sodium;free_CO2;dissolved_oxygen;original_gravity;pH;gypsum_level;alcohol_ABV;fermentation_strength;quality
1396;Golden;6.404;0.224;0.314;12.004;0.075;56.996;157.986;1.008;3.605;0.435;4.282;8.212;6
1397;Golden;6.306;0.252;0.492;1.475;0.054;33.998;133.998;0.98;3.003;0.604;4.674;9.054;6
1398;Pale;7.196;0.241;0.293;2.207;0.026;36.988;101.996;1.008;3.273;0.644;5.246;9.644;7
1399;Pale;5.799;0.317;0.323;4.508;0.024;27.996;93.999;0.99;3.25;0.523;6.522;10.994;7
1400;Pale;7.788;0.437;0.237;8.79;0.045;41.995;215.0;0.993;3.046;0.564;4.387;8.81;6
1401;Dark;8.896;0.567;0.355;3.006;0.082;15.988;111.996;1.006;3.377;0.614;4.522;8.702;5
1402;Pale;7.704;0.399;0.288;4.889;0.031;36.002;108.999;0.991;3.19;0.578;5.817;10.94;7
1403;Golden;6.12;0.278;0.239;19.948;0.07;31.991;174.0;1.0;3.193;0.443;4.443;9.036;6
1404;Pale;6.089;0.341;0.447;4.694;0.022;20.989;93.998;0.98;3.286;0.632;5.861;11.093;6
1405;Golden;7.587;0.259;0.526;3.187;0.036;28.003;151.998;0.989;3.026;0.525;5.433;9.7;6
1406;Golden;6.502;0.208;0.716;6.796;0.044;33.005;167.985;0.991;3.117;0.358;4.384;8.079;6
1407;Pale;7.9;0.337;0.338;1.607;0.036;11.025;124.01;0.99;3.254;0.478;5.246;10.074;5
1408;Dark;7.489;0.42;0.315;1.59;0.071;14.992;42.001;1.006;3.333;0.634;4.281;8.43;5
1409;Pale;5.999;0.314;0.299;1.892;0.032;40.997;142.02;0.979;3.279;0.434;6.091;10.782;7
1410;Pale;6.304;0.137;0.419;1.092;0.033;63.008;145.987;0.973;3.139;0.71;5.338;10.012;7
1411;Pale;7.099;0.28;0.28;1.239;0.015;3.014;88.991;0.992;2.937;0.3;5.436;10.241;4
1412;Brown;9.089;0.739;0.69;1.701;0.422;18.006;64.013;0.986;2.891;1.312;4.344;8.712;6
1413;Golden;5.069;0.327;0.277;6.696;0.023;43.993;129.004;1.004;3.361;0.37;5.246;9.889;7
1414;Pale;7.195;0.242;0.387;2.3;0.038;28.996;102.001;0.987;3.281;0.528;5.867;10.68;7
1415;Golden;6.687;0.233;0.328;10.301;0.084;36.994;121.994;0.998;3.035;0.455;4.199;8.87;5
1416;Golden;6.698;0.237;0.381;2.513;0.171;62.988;158.011;1.013;3.105;0.362;4.474;9.193;6
1417;Golden;7.501;0.378;0.496;12.812;0.043;57.0;184.015;0.989;3.101;0.475;4.293;8.63;6
1418;Pale;6.604;0.233;0.264;11.795;0.071;27.99;112.01;0.993;2.895;0.477;4.614;9.248;6
1419;Golden;6.589;0.262;0.217;18.143;0.048;22.977;139.0;0.99;3.046;0.512;4.392;8.213;5
1420;Pale;8.008;0.209;0.409;14.595;0.029;44.998;163.008;1.007;3.211;0.699;4.097;7.883;7
1421;Brown;9.995;0.415;0.309;2.704;0.093;28.005;89.006;0.999;3.225;0.687;4.758;9.117;5
1422;Pale;6.889;0.326;0.261;2.304;0.04;10.988;103.006;0.987;3.074;0.418;5.283;10.102;6
1423;Amber;10.41;0.445;0.745;6.547;0.061;38.023;75.987;0.988;3.167;0.85;5.718;10.142;7
1424;Golden;6.503;0.363;0.363;6.699;0.181;51.507;150.99;0.981;3.18;0.435;4.433;8.184;5
1425;Pale;7.0;0.224;0.254;9.195;0.012;37.005;121.988;0.98;3.056;0.344;5.961;11.164;8
1426;Pale;6.804;0.187;0.188;5.395;0.047;34.017;103.985;0.994;3.316;0.444;4.484;9.202;5
1427;Golden;6.009;0.221;0.289;8.688;0.033;47.016;126.997;1.0;3.199;0.392;5.051;9.357;5
1428;Amber;7.07;0.367;0.304;6.196;0.042;48.99;138.996;0.988;3.154;0.285;6.477;11.868;6
1429;Brown;6.989;0.69;-0.0;1.905;0.107;2.994;10.001;0.98;3.341;0.589;4.622;9.132;6
1430;Amber;6.595;0.196;0.254;17.297;0.044;17.001;148.989;0.986;3.01;0.432;4.481;8.458;6
1431;Dark;5.9;0.385;0.12;2.396;0.042;13.999;27.994;0.98;3.611;0.684;5.909;11.446;6
1432;Golden;7.496;0.173;0.725;11.798;0.031;51.986;148.001;0.995;3.029;0.468;4.24;7.793;5
1433;Brown;11.089;0.302;0.502;2.697;0.107;15.999;46.988;0.977;3.116;1.021;5.05;8.943;7
1434;Pale;6.696;0.256;0.296;10.192;0.056;43.991;179.015;0.998;2.868;0.45;4.241;8.096;6
1435;Golden;6.886;0.443;0.287;9.4;0.053;29.008;183.003;0.99;3.154;0.41;4.485;9.005;5
1436;Pale;6.404;0.235;0.403;9.087;0.047;34.992;127.003;0.99;2.986;0.286;5.244;9.807;7
1437;Pale;6.594;0.494;0.264;11.291;0.02;31.998;110.001;0.981;3.276;0.78;6.149;11.181;8
1438;Pale;9.797;0.368;0.448;1.612;0.049;10.999;124.004;0.998;2.94;0.465;5.149;10.22;5
1439;Golden;7.502;0.386;0.995;19.517;0.029;33.01;147.997;0.995;3.234;0.369;5.725;10.585;6
1440;Pale;5.6;0.211;0.368;2.499;0.044;16.004;125.028;0.996;3.469;0.503;4.772;8.82;6
1441;Pale;6.704;0.169;0.318;12.5;0.043;18.002;155.995;0.991;2.873;0.364;4.286;8.93;6
1442;Pale;7.496;0.384;0.292;12.706;0.049;25.015;209.006;0.986;3.247;0.602;4.43;8.467;6
1443;Amber;7.204;0.208;0.989;1.089;0.148;45.998;113.99;0.987;2.943;0.435;4.389;8.685;6
1444;Amber;7.595;0.492;0.298;2.299;0.101;5.0;13.997;1.005;3.31;0.625;5.476;9.959;6
1445;Pale;9.408;0.3;0.547;2.209;0.044;17.0;119.001;0.984;3.133;0.711;4.901;9.177;4
1446;Golden;6.783;0.271;0.279;13.295;0.08;49.994;162.985;1.012;3.021;0.37;4.088;8.396;6
1447;Golden;6.1;0.32;0.239;1.509;0.031;37.99;124.009;0.989;3.287;0.425;5.91;10.93;7
1448;Pale;6.997;0.324;0.348;1.318;0.047;19.98;69.006;1.002;3.295;0.637;5.719;10.465;7
1449;Pale;6.898;0.325;0.501;7.302;0.057;60.998;206.008;0.988;3.097;0.403;4.287;8.295;6
1450;Golden;7.609;0.319;0.268;1.706;0.062;40.0;157.001;1.002;3.097;0.462;4.665;9.101;5
1451;Pale;6.794;0.328;0.168;7.491;0.034;71.003;222.99;0.987;3.132;0.424;4.243;8.134;5
1452;Amber;7.49;0.642;0.283;1.973;0.083;16.983;90.993;1.008;3.266;0.578;4.671;9.249;6
1453;Pale;6.897;0.408;0.22;4.204;0.027;10.005;102.011;0.99;2.993;0.863;5.523;10.652;4
1454;Pale;5.704;0.453;0.465;1.398;0.021;31.016;168.999;0.994;3.141;0.485;4.19;8.595;5
1455;Golden;5.889;0.264;0.238;2.393;0.025;27.012;131.982;0.998;3.612;0.722;5.383;9.871;5
1456;Golden;6.805;0.279;0.487;1.208;0.056;34.991;126.014;0.981;3.125;0.475;5.763;10.73;7
1457;Golden;7.783;0.318;0.362;4.604;0.021;20.003;198.002;0.997;3.05;0.632;5.669;10.65;6
1458;Golden;6.921;0.271;0.299;7.197;0.043;46.973;168.025;1.01;3.306;0.567;5.052;9.822;7
1459;Pale;7.815;0.303;0.729;1.803;0.03;33.011;156.005;0.996;3.303;0.512;6.099;10.498;6
1460;Dark;6.207;0.518;0.072;4.401;0.055;11.007;32.002;0.992;3.555;0.619;5.528;10.346;6
1461;Dark;7.795;0.601;0.26;1.977;0.079;31.002;131.005;0.979;3.208;0.524;4.727;8.904;5
1462;Pale;6.109;0.275;0.259;4.707;0.026;56.015;139.978;0.986;3.17;0.422;5.953;11.107;8
1463;Pale;6.7;0.344;0.319;9.008;0.025;29.014;112.984;1.001;3.126;0.642;6.15;11.219;7
1464;Golden;7.897;0.35;0.519;15.312;0.05;54.002;171.028;1.003;3.088;0.495;4.341;8.008;5
1465;Amber;6.397;0.36;0.176;3.508;0.064;17.983;100.99;0.976;3.035;0.37;4.288;8.381;6
1466;Golden;6.614;0.263;0.393;6.491;0.179;68.004;201.014;0.999;3.182;0.375;4.479;8.667;6
1467;Amber;9.674;0.295;0.405;1.51;0.063;14.002;21.001;1.0;3.132;0.519;5.189;9.742;6
1468;Dark;11.103;0.423;0.472;2.65;0.094;9.002;34.012;0.999;3.243;0.759;5.763;11.505;7
1469;Dark;8.796;0.489;0.425;3.306;0.091;26.01;51.994;0.999;3.306;0.529;5.007;9.613;6
1470;Amber;7.098;0.154;0.356;0.994;0.02;27.01;73.008;0.992;3.255;0.397;5.814;10.484;6
1471;Amber;6.198;0.604;0.015;1.6;0.067;8.006;18.018;0.998;3.564;0.84;4.48;8.775;5
1472;Pale;6.484;0.176;0.392;14.209;0.054;46.993;129.004;1.005;3.276;0.725;4.909;9.117;7
1473;Pale;6.393;0.227;0.385;9.077;0.062;34.98;127.001;0.988;2.976;0.307;5.237;10.284;7
1474;Pale;7.314;0.205;0.393;2.3;0.049;24.014;86.997;0.996;2.949;0.349;5.711;10.383;6
1475;Golden;7.198;0.269;0.739;12.506;0.028;47.012;155.993;0.991;3.046;0.429;4.145;8.384;5
1476;Pale;5.896;0.321;0.257;1.485;0.061;17.0;140.999;0.994;3.26;0.356;5.11;9.759;5
1477;Amber;6.494;0.321;0.219;1.191;0.058;38.996;207.989;1.007;3.183;0.453;4.712;9.062;6
1478;Pale;5.908;0.205;0.316;1.319;0.053;41.995;85.999;0.993;3.313;0.48;5.498;9.829;6
1479;Pale;9.011;0.253;0.344;4.896;0.014;26.998;94.995;1.015;3.055;0.403;5.386;10.1;6
1480;Amber;6.207;0.349;0.229;2.204;0.084;18.988;41.993;1.006;3.555;0.559;5.573;10.78;6
1481;Pale;7.795;0.185;0.305;12.194;0.048;46.02;140.007;1.014;3.045;0.527;4.244;8.064;6
1482;Pale;6.683;0.391;0.314;2.711;0.078;26.993;202.005;0.994;3.461;0.567;5.004;9.119;6
1483;Pale;6.508;0.455;0.231;11.484;0.047;56.012;171.006;0.999;3.091;0.561;4.667;8.813;6
1484;Amber;7.206;0.218;0.316;8.483;0.068;47.007;185.998;0.999;3.179;0.401;4.711;8.837;6
1485;Brown;8.304;0.316;0.492;3.797;0.102;10.989;24.009;1.001;3.265;0.64;5.769;10.934;7
1486;Golden;5.599;0.296;0.048;0.822;0.038;11.008;29.991;1.008;3.349;0.341;4.378;8.739;5
1487;Dark;6.995;0.599;0.295;4.508;0.068;19.99;110.009;1.007;3.313;1.154;4.866;9.417;5
1488;Dark;6.302;0.506;0.118;2.297;0.064;29.008;39.987;0.992;3.406;0.739;5.24;9.613;6
1489;Pale;5.689;0.25;0.236;17.796;0.06;22.993;124.01;0.991;3.293;0.493;4.81;9.121;5
1490;Pale;6.816;0.252;0.328;5.097;0.05;31.002;98.995;1.0;3.231;0.459;5.631;10.461;6
1491;Golden;6.191;0.265;0.381;7.101;0.044;53.996;200.991;0.992;3.194;0.484;4.532;8.615;6
1492;Golden;6.096;0.169;0.352;1.987;0.03;20.004;249.492;0.991;3.382;0.791;5.371;10.088;6
1493;Amber;7.19;0.246;0.199;7.702;0.051;52.991;175.986;0.973;3.158;0.384;4.529;8.521;5
1494;Brown;8.108;0.88;0.003;2.204;0.08;9.984;30.993;1.005;3.233;0.51;4.667;8.938;5
1495;Amber;10.206;0.537;0.403;15.379;0.218;55.004;94.997;1.014;3.178;0.76;4.284;8.5;6
1496;Brown;9.908;0.348;0.404;1.501;0.033;30.993;47.001;0.995;3.249;0.812;5.05;9.618;7
1497;Golden;7.101;0.277;0.281;8.506;0.024;25.0;190.99;0.999;3.161;0.448;5.819;10.966;7
1498;Brown;6.797;0.626;0.09;1.896;0.09;27.981;38.004;1.012;3.428;0.831;4.53;8.842;6
1499;Pale;6.41;0.333;0.269;7.878;0.065;53.006;180.008;0.994;3.143;0.483;4.567;8.669;5
1500;Golden;5.994;0.343;0.377;9.708;0.028;28.995;124.0;1.016;3.469;0.468;5.242;10.162;6
1501;Brown;7.008;0.359;0.22;2.408;0.086;23.976;69.002;0.991;3.404;0.528;4.81;9.159;6
1502;Golden;6.695;0.411;0.335;9.203;0.051;29.005;150.004;1.0;3.219;0.509;4.337;8.691;5
1503;Dark;7.511;1.107;0.089;3.106;0.083;5.007;12.007;0.989;3.536;0.605;5.328;9.551;4
1504;Golden;8.515;0.263;0.308;2.794;0.026;10.992;61.007;0.957;3.052;0.445;5.475;10.577;6
1505;Pale;7.502;0.32;0.465;19.446;0.057;55.008;243.008;1.009;2.944;0.387;4.184;7.987;5
1506;Pale;7.599;0.655;0.154;1.504;0.077;25.011;168.003;0.983;3.037;0.523;4.434;8.573;5
1507;Golden;7.417;0.19;0.417;6.396;0.057;39.0;212.016;0.994;3.29;0.33;4.57;8.989;6
1508;Golden;6.985;0.256;0.476;15.529;0.038;61.021;170.991;1.028;2.95;0.353;4.193;8.793;6
1509;Pale;6.79;0.283;0.369;8.213;0.048;51.991;191.997;0.998;3.105;0.533;4.535;8.578;6
1510;Golden;6.186;0.2;0.288;1.588;0.018;23.993;92.012;0.99;3.262;0.525;5.333;9.859;6
1511;Pale;5.915;0.419;0.342;2.408;0.019;18.996;76.995;1.005;3.252;0.466;5.191;10.126;5
1512;Golden;7.096;0.151;0.329;0.992;0.098;19.987;54.012;0.989;3.187;0.63;5.479;10.572;6
1513;Pale;8.099;0.326;0.379;8.203;0.016;29.021;141.995;0.985;3.006;0.342;6.19;11.285;7
1514;Golden;6.29;0.179;0.422;2.793;0.017;44.988;107.011;0.981;3.274;0.442;5.628;10.266;6
1515;Golden;5.402;0.513;0.187;2.706;0.026;33.999;127.999;0.984;3.197;0.521;6.288;11.652;8
1516;Pale;6.303;0.165;0.23;5.706;0.06;43.989;147.002;0.993;3.073;0.552;4.761;9.073;5
1517;Pale;5.805;0.312;0.327;3.495;0.036;25.012;115.995;0.976;3.205;0.458;5.576;9.96;6
1518;Pale;5.304;0.423;0.104;1.085;0.027;5.995;50.993;0.987;3.511;0.48;5.338;9.944;4
1519;Pale;8.306;0.484;0.437;2.49;0.051;31.999;115.991;0.994;3.218;0.46;5.1;9.718;6
1520;Golden;7.3;0.146;0.254;6.318;0.052;34.996;239.992;0.994;3.368;0.527;4.769;9.514;6
1521;Brown;10.708;0.429;0.367;2.177;0.106;8.003;31.989;0.977;2.898;0.496;4.576;8.781;5
1522;Dark;12.474;0.572;0.495;2.399;0.053;4.993;26.976;1.01;3.07;0.878;5.192;10.062;5
1523;Pale;9.593;0.284;0.46;1.445;0.043;77.49;223.013;0.995;2.914;0.473;4.519;9.013;6
1524;Golden;6.796;0.191;0.334;1.909;0.031;30.005;96.002;1.013;3.148;0.528;5.142;10.07;7
1525;Brown;9.196;0.422;0.503;2.507;0.055;11.997;25.004;1.003;3.346;0.798;6.343;11.367;7
1526;Golden;6.094;0.327;0.318;7.8;0.051;51.993;182.992;1.025;3.388;0.661;4.522;9.096;5
1527;Brown;7.396;0.486;0.28;2.094;0.068;13.995;24.998;1.002;3.356;0.648;5.718;10.785;6
1528;Brown;7.196;0.407;0.311;2.11;0.064;34.996;72.007;1.01;3.446;0.513;4.483;8.638;5
1529;Pale;8.299;0.128;0.351;8.811;0.021;12.992;60.0;0.997;3.128;0.36;5.271;10.219;5
1530;Pale;6.409;0.505;0.16;12.897;0.041;25.996;138.007;1.014;3.296;0.324;4.281;8.521;5
1531;Brown;6.907;0.558;0.131;2.194;0.069;19.003;40.012;0.981;3.403;0.582;4.818;8.939;5
1532;Amber;6.106;0.232;0.281;9.792;0.063;33.003;151.992;1.0;3.313;0.474;4.523;8.859;6
1533;Golden;7.592;0.117;0.344;9.303;0.068;40.003;125.999;1.003;3.218;0.382;4.581;8.865;5
1534;Golden;7.407;0.189;0.287;12.802;0.066;48.513;229.017;0.987;3.144;0.477;4.339;8.538;7
1535;Pale;7.597;0.302;0.225;1.805;0.034;39.006;149.987;0.996;3.059;0.425;5.619;10.529;7
1536;Dark;9.494;0.399;0.418;8.9;0.091;17.995;39.008;1.005;3.291;0.802;5.188;9.683;7
1537;Pale;9.589;0.234;0.379;1.522;0.044;19.001;135.013;0.999;2.954;0.471;5.202;9.386;5
1538;Pale;6.502;0.23;0.316;7.589;0.024;48.016;202.98;0.994;3.453;0.517;4.622;8.86;7
1539;Pale;7.418;0.155;0.322;13.706;0.061;33.001;168.005;1.004;2.911;0.434;4.15;8.128;7
1540;Golden;5.418;0.172;0.259;4.788;0.031;30.006;113.018;0.992;3.428;0.403;4.486;8.866;6
1541;Amber;6.903;0.556;0.313;2.218;0.09;9.019;105.002;0.999;3.265;1.176;5.009;9.691;6
1542;Pale;8.087;0.263;0.42;1.435;0.043;10.985;62.99;0.99;2.988;0.552;5.718;9.965;5
1543;Pale;6.799;0.364;0.292;9.911;0.031;39.993;146.008;1.001;3.121;0.363;5.483;10.502;6
1544;Amber;7.204;0.151;0.394;1.801;0.034;21.002;159.0;1.013;3.543;0.479;4.775;9.447;5
1545;Golden;7.096;0.256;0.298;2.287;0.058;32.002;156.01;0.973;3.134;0.522;5.431;10.663;6
1546;Pale;9.002;0.318;0.464;6.606;0.049;11.004;72.994;0.992;2.899;0.369;5.533;10.558;5
1547;Golden;7.41;0.371;0.407;14.069;0.051;36.993;193.997;1.012;3.205;0.653;4.481;8.863;6
1548;Golden;5.81;0.338;0.161;6.989;0.02;25.997;116.013;0.992;3.46;0.438;4.778;9.14;7
1549;Golden;5.405;0.369;0.395;3.299;0.05;28.986;146.99;0.987;3.417;0.507;4.337;8.873;5
1550;Pale;6.706;0.29;0.439;18.746;0.071;64.994;224.013;1.002;3.112;0.528;4.341;8.72;5
1551;Amber;5.689;0.196;0.255;1.072;0.027;26.005;81.007;0.996;3.304;0.535;5.433;9.989;6
1552;Amber;6.811;0.681;0.204;2.103;0.067;9.009;23.003;0.998;3.384;0.595;4.905;9.187;5
1553;Pale;7.012;0.352;0.229;1.903;0.042;20.983;143.998;0.983;3.362;0.385;5.245;10.054;5
1554;Golden;5.6;0.173;0.292;10.19;0.033;28.002;130.998;0.976;3.477;0.428;5.145;10.525;7
1555;Pale;7.41;0.189;0.307;1.6;0.046;33.997;116.01;1.001;3.253;0.402;5.712;10.394;7
1556;Pale;6.988;0.131;0.302;14.702;0.048;28.987;149.021;1.003;2.966;0.407;4.275;8.473;7
1557;Pale;5.9;0.229;0.354;2.009;0.032;40.016;108.0;0.994;3.188;0.495;5.852;11.119;6
1558;Pale;7.723;0.332;0.278;10.991;0.048;31.014;116.976;1.003;3.276;0.297;4.389;8.825;6
1559;Golden;6.489;0.322;0.298;2.304;0.057;20.005;126.997;0.991;3.144;0.503;6.1;10.701;6
1560;Golden;5.7;0.372;0.339;4.199;0.039;20.998;76.997;1.003;3.419;0.436;5.669;10.467;6
1561;Golden;7.312;0.229;0.294;8.208;0.066;42.007;206.996;0.987;3.351;0.456;4.524;8.61;6
1562;Amber;11.495;0.543;0.726;4.402;0.127;6.008;15.001;1.001;3.009;0.833;5.621;10.234;7
1563;Golden;6.602;0.123;0.243;1.401;0.034;21.015;131.003;0.994;3.202;0.431;5.335;9.483;7
1564;Pale;9.303;0.201;0.32;1.694;0.055;28.007;178.003;0.997;3.162;0.434;4.287;8.308;4
1565;Pale;7.096;0.209;0.368;1.504;0.069;28.0;129.004;1.0;3.161;0.522;5.15;9.641;5
1566;Golden;9.607;0.219;0.27;1.215;0.06;12.006;52.998;0.982;2.781;0.475;5.051;9.464;5
1567;Golden;6.69;0.214;0.364;1.647;0.039;42.0;102.998;0.988;3.105;0.459;5.432;10.088;5
1568;Amber;6.411;0.217;0.373;9.107;0.048;34.973;126.989;0.993;2.976;0.284;5.248;9.711;7
1569;Dark;9.801;0.439;0.368;2.489;0.06;33.997;66.013;1.011;3.156;0.593;4.67;8.894;5
1570;Pale;5.991;0.248;0.353;1.005;0.055;51.995;184.007;0.987;3.427;0.43;5.46;10.192;6
1571;Golden;6.588;0.29;0.273;8.514;0.042;55.003;211.006;0.996;3.089;0.533;4.239;8.533;6
1572;Pale;7.221;0.267;0.288;15.2;0.045;6.007;41.01;0.981;3.17;0.399;5.196;9.621;6
1573;Amber;5.415;0.226;0.342;6.489;0.026;25.982;86.991;0.996;3.296;0.446;5.965;10.883;7
1574;Dark;7.086;0.472;0.005;2.192;0.069;6.999;13.994;0.989;3.415;0.571;5.196;9.601;4
1575;Pale;6.199;0.149;0.483;0.887;0.045;16.99;51.006;0.993;3.301;0.704;4.48;8.913;6
1576;Golden;6.295;0.252;0.241;5.794;0.042;52.004;155.006;0.989;3.282;0.384;4.474;8.661;6
1577;Golden;6.283;0.366;0.479;8.303;0.056;51.0;202.006;1.011;3.188;0.491;4.577;8.944;6
1578;Pale;5.695;0.201;0.255;16.631;0.062;38.995;110.0;1.009;3.241;0.493;4.292;7.562;6
1579;Amber;7.298;0.15;0.411;2.024;0.061;23.986;92.009;0.98;3.147;0.438;5.016;9.51;5
1580;Pale;5.519;0.165;0.215;4.495;0.017;30.012;101.995;1.006;3.254;0.363;4.483;9.071;6
1581;Golden;5.897;0.178;0.303;3.096;0.031;32.011;123.004;1.001;3.407;0.309;6.532;11.857;7
1582;Dark;7.216;0.617;0.022;2.221;0.083;16.998;88.014;0.986;3.532;0.588;4.665;8.609;6
1583;Pale;6.908;0.149;0.339;1.288;0.044;21.001;182.007;1.009;3.247;0.642;5.145;9.294;6
1584;Pale;7.796;0.26;0.268;1.794;0.043;21.011;127.001;0.985;3.159;0.45;4.725;9.224;5
1585;Pale;6.792;0.287;0.365;1.615;0.028;24.992;86.998;0.993;3.224;0.649;4.908;9.253;6
1586;Amber;6.18;0.25;0.37;17.195;0.035;37.01;129.991;0.99;3.234;0.421;4.195;8.284;6
1587;Golden;6.507;0.444;0.49;7.706;0.055;16.001;169.016;1.002;3.12;0.376;4.15;7.999;6
1588;Pale;7.099;0.236;0.231;1.616;0.039;49.983;181.006;0.994;3.209;0.41;5.245;9.898;7
1589;Amber;7.1;0.283;0.253;2.788;0.051;49.993;118.007;0.991;3.062;0.588;5.334;9.794;6
1590;Golden;6.8;0.317;0.341;12.81;0.044;59.991;167.985;1.0;3.11;0.572;4.668;9.187;5
1591;Amber;7.004;0.267;0.309;14.61;0.029;46.996;167.982;1.001;3.335;0.673;4.2;8.479;6
1592;Pale;6.396;0.303;0.225;3.195;0.058;31.004;94.991;0.981;2.9;0.67;6.005;10.746;7
1593;Pale;6.914;0.294;0.419;19.448;0.03;35.99;155.994;0.997;2.927;0.462;4.243;8.335;5
1594;Golden;6.507;0.434;0.269;11.262;0.04;31.01;86.982;1.0;3.023;0.388;5.908;10.595;6
1595;Golden;6.992;0.144;0.307;5.025;0.07;31.009;121.99;0.998;3.466;0.408;5.004;9.72;6
1596;Golden;5.606;0.315;0.283;1.224;0.035;33.003;96.996;0.996;3.499;0.583;5.188;9.048;6
1597;Pale;7.617;0.377;0.208;3.397;0.026;9.011;115.987;1.002;3.148;0.436;4.482;9.044;5
1598;Golden;6.8;0.271;0.339;13.9;0.022;39.005;134.005;1.004;3.314;0.534;5.722;10.611;6
1599;Golden;6.286;0.228;0.274;13.697;0.033;53.0;134.0;0.997;3.157;0.376;5.053;9.865;6
1600;Golden;6.692;0.441;0.296;1.897;0.035;40.997;103.999;0.993;3.295;0.606;6.006;11.318;7
1601;Golden;5.812;0.173;0.299;1.394;0.04;55.014;129.996;0.986;3.292;0.396;5.385;10.14;6
1602;Brown;8.193;0.335;0.407;2.498;0.058;12.019;57.006;1.007;3.282;0.474;4.289;8.221;6
1603;Pale;7.902;0.511;0.34;2.596;0.056;13.006;135.012;1.001;3.084;0.525;4.765;9.524;5
1604;Golden;6.094;0.305;0.348;2.799;0.06;59.494;161.979;0.993;3.283;0.483;5.15;9.872;6
1605;Amber;8.286;0.225;0.301;2.112;0.061;20.999;152.996;1.002;3.091;0.496;4.572;8.277;6
1606;Golden;7.189;0.195;0.401;1.199;0.027;31.983;84.996;0.998;3.168;0.479;5.002;9.155;5
1607;Brown;9.096;0.313;0.35;2.008;0.052;12.0;25.01;0.99;3.249;0.848;5.566;10.769;7
1608;Amber;6.709;0.873;0.063;2.003;0.106;20.0;57.02;0.978;3.603;0.728;5.577;10.324;6
1609;Amber;6.812;0.497;0.238;2.301;0.082;13.002;23.99;0.986;3.401;0.837;5.389;10.378;6
1610;Brown;7.099;0.646;0.065;2.012;0.085;8.001;29.0;0.995;3.674;0.73;4.571;8.876;5
1611;Dark;9.302;0.41;0.403;2.193;0.062;11.996;30.995;1.007;3.257;0.654;4.866;9.213;5
1612;Pale;5.007;0.245;0.35;1.094;0.017;49.003;157.995;0.98;3.318;0.3;6.248;11.702;7
1613;Golden;6.621;0.205;0.302;9.881;0.031;64.01;173.994;0.977;3.073;0.505;4.812;8.948;6
1614;Pale;9.388;0.166;0.23;1.591;0.026;13.993;67.01;0.991;3.074;0.334;4.53;8.703;5
1615;Brown;8.801;0.598;0.149;2.408;0.067;10.009;42.0;0.998;3.204;0.586;4.522;8.064;5
1616;Pale;6.39;0.184;0.358;1.016;0.065;38.999;108.001;0.992;3.313;0.343;5.199;9.704;6
1617;Pale;7.093;0.289;0.279;1.9;0.053;12.002;86.008;1.006;3.144;0.375;4.469;8.859;5
1618;Pale;6.401;0.228;0.278;5.502;0.058;14.999;128.991;1.002;3.145;0.489;4.577;9.348;6
1619;Pale;6.594;0.18;0.269;1.698;0.038;52.996;161.009;0.981;3.125;0.445;4.866;9.522;6
1620;Brown;6.808;0.38;0.301;1.8;0.067;4.007;8.01;0.992;3.366;0.543;6.091;11.211;7
1621;Amber;7.015;0.38;0.321;5.282;0.172;32.015;162.019;0.98;3.196;0.475;4.478;9.114;5
1622;Pale;7.203;0.179;0.287;17.546;0.048;32.985;153.996;0.994;2.951;0.424;4.289;8.58;7
1623;Pale;7.123;0.188;0.314;12.207;0.059;36.009;125.002;1.015;2.92;0.551;4.479;9.037;6
1624;Pale;8.898;0.339;0.344;1.599;0.031;13.007;176.006;1.002;3.14;0.476;4.619;8.904;5
1625;Pale;7.091;0.219;0.328;16.896;0.056;48.995;157.996;1.002;3.36;0.372;4.58;8.736;6
1626;Pale;6.194;0.191;0.335;5.39;0.022;21.003;74.996;0.984;3.361;0.415;6.434;11.947;7
1627;Amber;5.895;0.365;0.152;6.3;0.057;33.985;184.992;0.983;3.158;0.627;4.677;9.228;5
1628;Golden;7.698;0.337;0.584;11.094;0.043;41.014;151.018;1.005;3.052;0.497;4.095;7.922;5
1629;Pale;6.504;0.27;0.739;13.294;0.041;68.005;223.997;0.991;3.172;0.539;4.529;8.989;6
1630;Pale;5.997;0.43;0.237;3.085;0.068;57.017;127.987;0.99;3.226;0.392;6.05;10.808;6
1631;Pale;6.487;0.326;0.278;6.115;-0.004;41.002;102.999;0.98;3.239;0.331;5.81;11.077;6
1632;Golden;6.604;0.232;0.293;14.878;0.05;33.009;118.013;0.996;3.049;0.558;4.289;8.172;6
1633;Golden;4.69;0.444;0.191;1.876;0.063;33.007;105.983;0.985;3.216;0.828;6.67;12.106;7
1634;Golden;7.106;0.385;0.271;13.604;0.055;29.996;137.017;0.986;3.015;0.959;5.77;10.572;6
1635;Golden;7.985;0.286;0.325;7.592;0.069;61.005;204.001;0.986;3.089;0.541;4.812;9.857;6
1636;Pale;6.012;0.389;0.17;11.991;0.057;64.996;246.004;0.996;3.152;0.376;4.292;8.305;6
1637;Golden;6.707;0.226;0.366;2.485;0.03;34.995;89.002;0.991;3.265;0.494;5.25;9.936;7
1638;Pale;6.604;0.284;0.438;8.989;0.061;62.009;178.008;0.987;3.009;0.419;4.238;8.483;5
